1,Post Date,Check,Description,Debit,Credit,Status,Balance
1,11/5/2023,,POS WD - ANTHEM BLUE INDIVIDUAL 844-507-8474 INUS,41.93,,Posted,1034
1,11/5/2023,,POS WD - WINCO FOODS #12 9750 SOReno         NVUS,110.61,,Posted,1075.93
1,11/5/2023,,POS WD - AMZN Mktp US*XE1OY5O03 Amzn.com/billWAUS,67.1,,Posted,1186.54
1,11/4/2023,,POS WD - FAMOUS DAVE'S 3186     RENO         NVUS,79.59,,Posted,1253.64
1,11/4/2023,,POS WD - METLIFE PET            HTTPSWWW.PETFINUS,35.66,,Posted,1333.23
1,11/4/2023,,POS WD - GRUBHUBRAISINGCANESCH  GRUBHUB.COM  NYUS,24.93,,Posted,1368.89
1,11/4/2023,,POS WD - EQT*Hometown Health Pla775-9823232  NVUS,169.54,,Posted,1393.82
1,11/3/2023,,POS WD - SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,4.79,,Posted,1563.36
1,11/3/2023,,POS WD - ROSS STORE #368        RENO         NVUS,25.43,,Posted,1568.15
1,11/3/2023,,External WD - FID BKG SVC LLC  - MONEYLINE,10,,Posted,1593.58
1,11/3/2023,,Withdrawal - Internet Transfer to XXXXX0643 -  via Mobile,1.85,,Posted,1603.58
1,11/3/2023,,Withdrawal - Internet Transfer to XXXXX0643 -  via Mobile,9.9,,Posted,1605.43
1,11/3/2023,,Withdrawal - Internet Transfer to XXXXX0643 -  via Mobile,17.99,,Posted,1615.33
1,11/3/2023,,External DP - ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1554.86,Posted,1633.32
1,11/2/2023,,External WD - GEICO  - PREM COLL,96,,Posted,78.46
1,11/1/2023,,POS WD - RESUMEGENIUS.COM       866-215-9048   VI,2.95,,Posted,174.46
1,10/31/2023,,Descriptive Deposit - Cash Back Reward,,10,Posted,177.41
1,10/26/2023,,POS WD - DNH*GODADDY.COM        480-5058855  AZUS,22.17,,Posted,167.41
1,10/26/2023,,POS WD - VENMO*                 Visa Direct  NYUS,196.95,,Posted,189.58
1,10/25/2023,,"External DP - FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,100,Posted,386.53
1,10/25/2023,,POS WD - VZWRLSS*APOCC VISW     800-922-0204 FLUS,117.24,,Posted,286.53
1,10/25/2023,,"External DP - FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,116,Posted,403.77
1,10/24/2023,,ATM Deposit - GREATER NEVADA CU 6745 SIERRA CENTER PARKRENO         NVUS,,37,Posted,287.77
1,10/24/2023,,Withdrawal - Internet Transfer to XXXXX0643 -  via Mobile,27.9,,Posted,250.77
1,10/24/2023,,POS WD - VENMO*                 Visa Direct  NYUS,968.39,,Posted,278.67
1,10/24/2023,,External WD - NV ENERGY NORTH SPPCO - SPPC PYMT,73.63,,Posted,1247.06
1,10/24/2023,,POS WD - VENMO*                 Visa Direct  NYUS,31.15,,Posted,1320.69
1,10/23/2023,,External WD - DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,200,,Posted,1351.84
1,10/23/2023,,External DP - VENMO  - CASHOUT,,29,Posted,1551.84
1,10/23/2023,,External DP - VENMO  - CASHOUT,,36.82,Posted,1522.84
1,10/22/2023,,POS WD - WALGREENS STORE 750 N VRENO         NVUS,32.76,,Posted,1486.02
1,10/21/2023,,POS WD - VENMO*                 Visa Direct  NYUS,45.17,,Posted,1518.78
1,10/21/2023,,POS WD - AUTOZONE  0533 5000 SMITH RIDGE       RENO         NVUS,64.94,,Posted,1563.95
1,10/21/2023,,ATM Withdrawal - CVS  STORE 5019  S MCCARRAN BLUS  RENO         NVUS,60,,Posted,1628.89
1,10/21/2023,,POS WD - Roku for WarnerMedia Gl816-2728107  DEUS,9.99,,Posted,1688.89
1,10/20/2023,,POS WD - DUTCH BROS NV0602 RENO RENO         NVUS,6.59,,Posted,1698.88
1,10/20/2023,,External WD - FARMERS INS  - EFT PYMT,17.21,,Posted,1705.47
1,10/20/2023,,External DP - ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1554.85,Posted,1722.68
1,10/18/2023,,POS WD - Amazon Prime*TP74W4BV1 Amzn.com/billWAUS,14.99,,Posted,167.83
1,10/18/2023,,"External DP - FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,100,Posted,182.82
1,10/17/2023,,External WD - FID BKG SVC LLC  - MONEYLINE,50,,Posted,82.82
1,10/17/2023,,POS WD - APPLE.COM/BILL         866-712-7753 CAUS,11.99,,Posted,132.82
1,10/17/2023,,POS WD - APPLE.COM/BILL         866-712-7753 CAUS,2.99,,Posted,144.81
1,10/15/2023,,POS WD - VENMO*                 Visa Direct  NYUS,26.18,,Posted,147.8
1,10/15/2023,,POS WD - 7-ELEVEN 33090         RENO         NVUS,11.79,,Posted,173.98
1,10/15/2023,,POS WD - VSP 800-785-0699       800-785-0699 TXUS,13.84,,Posted,185.77
1,10/14/2023,,POS WD - GRUBHUBHINOKIPOKE      GRUBHUB.COM  NYUS,24.9,,Posted,199.61
1,10/14/2023,,POS WD - SPOTIFY                877-778-1161 NYUS,10.99,,Posted,224.51
1,10/14/2023,,POS WD - ULTA #1167 4891 KIETZKE LANE      RENO         NVUS,12.97,,Posted,235.5
1,10/14/2023,,POS WD - COSTCO GAS #0025       RENO         NVUS,50.03,,Posted,248.47
1,10/14/2023,,POS WD - WHOLEFDS RNO 102 6139 SRENO         NVUS,10.49,,Posted,298.5
1,10/13/2023,,POS WD - PETCO.COM 6989         858-453-7845 CAUS,31.46,,Posted,308.99
1,10/12/2023,,POS WD - TRACY LEGEE HTTPS://TRACY-LEGEE.CLIRENO         NVUS,100,,Posted,340.45
1,10/11/2023,,POS WD - GRUBHUBCOSTAVIDAFRESH  GRUBHUB.COM  NYUS,34.72,,Posted,440.45
1,10/11/2023,,POS WD - SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,10.89,,Posted,475.17
1,10/11/2023,,POS WD - APPLE.COM/BILL         866-712-7753 CAUS,4.99,,Posted,486.06
1,10/11/2023,,External WD - AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,100,,Posted,491.05
1,10/10/2023,,POS WD - Wal-Mart Super Center 2189 WAL-SAMS          RENO (S)     NV,75.5,,Posted,591.05
1,10/10/2023,,External DP - VENMO  - CASHOUT,,219.44,Posted,666.55
1,10/9/2023,,POS WD - SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,17.24,,Posted,447.11
1,10/9/2023,,POS WD - AMZN Mktp US*T90PR7UD1 Amzn.com/billWAUS,31.68,,Posted,464.35
1,10/7/2023,,POS WD - VENMO*                 Visa Direct  NYUS,49.85,,Posted,496.03
1,10/7/2023,,POS WD - COSTCO WHSE #0025      RENO         NVUS,423.77,,Posted,545.88
1,10/6/2023,,POS WD - COMETEER               COMETEER.COM MAUS,84,,Posted,969.65
1,10/6/2023,,External WD - ADVS ED SERV WEB ACH TRANSACTION - STUDNTLOAN,150,,Posted,1053.65
1,10/6/2023,,External WD - AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,150,,Posted,1203.65
1,10/6/2023,,External WD - NV ENERGY NORTH SPPCO - SPPC PYMT,7.66,,Posted,1353.65
1,10/6/2023,,POS WD - ANTHEM BLUE INDIVIDUAL 844-507-8474 INUS,41.93,,Posted,1361.31
1,10/6/2023,,POS WD - EQT*Hometown Health Pla775-9823232  NVUS,169.54,,Posted,1403.24
1,10/5/2023,,POS WD - VENMO*                 Visa Direct  NYUS,3,,Posted,1572.78
1,10/5/2023,,External DP - ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1554.85,Posted,1575.78
1,10/5/2023,,POS WD - STEAMGAMES.COM 42595229425-8899642  WAUS,14.99,,Posted,20.93
1,10/4/2023,,POS WD - METLIFE PET            HTTPSWWW.PETFINUS,35.66,,Posted,35.92
1,10/3/2023,,POS WD - DOLLARTREE 3800 KIETZKE LN STE 100RENO         NVUS,12.18,,Posted,71.58
1,10/3/2023,,External DP - VENMO  - CASHOUT,,29,Posted,83.76
1,10/2/2023,,External WD - GEICO  - PREM COLL,96,,Posted,54.76
1,9/30/2023,,Descriptive Deposit - Cash Back Reward,,10,Posted,150.76
1,9/27/2023,,"POS WD - ELLEN B. MCBRIDE, A PRORENO         NVUS",100,,Posted,140.76
1,9/27/2023,,"External DP - FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,35.66,Posted,240.76
1,9/26/2023,,POS WD - SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,11.47,,Posted,205.1
1,9/25/2023,,POS WD - VZWRLSS*APOCC VISW     800-922-0204 FLUS,117.1,,Posted,216.57
1,9/25/2023,,External WD - NV ENERGY NORTH SPPCO - SPPC PYMT,108.59,,Posted,333.67
1,9/25/2023,,External WD - NV ENERGY NORTH SPPCO - SPPC PYMT,24.93,,Posted,442.26
1,9/24/2023,,POS WD - UBER   *EATS 1515 3rd Street        San FranciscoCAUS,33.73,,Posted,467.19
1,9/22/2023,,POS WD - BEST BUY #128 5575 SOUTH VIRGINIA    RENO         NVUS,21.64,,Posted,500.92
1,9/22/2023,,Point Of Sale Deposit - TARGET T-1363 6845 Sierra Center PkwyReno         NVUS,,32.48,Posted,522.56
1,9/22/2023,,"External DP - FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,100,Posted,490.08
1,9/22/2023,,External DP - VENMO  - CASHOUT,,12.46,Posted,390.08
1,9/22/2023,,"External DP - FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,26,Posted,377.62
1,9/22/2023,,External DP - VENMO  - CASHOUT,,27.15,Posted,351.62
1,9/22/2023,,External DP - VENMO  - CASHOUT,,27.15,Posted,324.47
1,9/21/2023,,POS WD - Kindle Svcs*TX01A4MA1  888-802-3080 WAUS,0.99,,Posted,297.32
1,9/21/2023,,POS WD - Roku for WarnerMedia Gl816-2728107  DEUS,9.99,,Posted,298.31
1,9/21/2023,,NOW Deposit - Zelle From TOBIN SCHULTZ +1-800-421-6674,,27.15,Posted,308.3
1,9/21/2023,,POS WD - DOUGHBOYS DONUTS 2 5115 MAE ANNE AVE STE BRENO         NVUS,14.08,,Posted,281.15
1,9/21/2023,,External WD - DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,350,,Posted,295.23
1,9/21/2023,,External WD - AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,150,,Posted,645.23
1,9/21/2023,,External WD - ADVS ED SERV WEB ACH TRANSACTION - STUDNTLOAN,150,,Posted,795.23
1,9/20/2023,,POS WD - COSTCO GAS #0025       RENO         NVUS,57.22,,Posted,945.23
1,9/20/2023,,POS WD - TikTok Shop Seller     Mountain ViewCAUS,28.14,,Posted,1002.45
1,9/20/2023,,POS WD - VENMO*                 Visa Direct  NYUS,954.5,,Posted,1030.59
1,9/20/2023,,Deposit - Internet Transfer from XXXXX0643 -  via Mobile,,970,Posted,1985.09
1,9/20/2023,,Withdrawal - Internet Transfer to XXXXX0643 -  via Mobile,970,,Posted,1015.09
1,9/20/2023,,External WD - FARMERS INS  - EFT PYMT,17.21,,Posted,1985.09
1,9/20/2023,,External DP - VENMO  - CASHOUT,,7,Posted,2002.3
1,9/20/2023,,External DP - ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1554.85,Posted,1995.3
1,9/19/2023,,External DP - VENMO  - CASHOUT,,30,Posted,440.45
1,9/19/2023,,POS WD - APPLE CASH SENT MONEY  1INFINITELOOPCAUS,4,,Posted,410.45
1,9/18/2023,,POS WD - DD DOORDASH INDIAKEBA  855-973-1040 CAUS,24.88,,Posted,414.45
1,9/17/2023,,POS WD - VENMO*                 Visa Direct  NYUS,25,,Posted,439.33
1,9/17/2023,,POS WD - LOWE'S #32 5075 KIETZKE LANE  US  RENO         NVUS,4.85,,Posted,464.33
1,9/17/2023,,POS WD - STARBUCKS STORE 09767  RENO         NVUS,18.57,,Posted,469.18
1,9/17/2023,,POS WD - DD DOORDASH PIZZAVA    855-973-1040 CAUS,44.54,,Posted,487.75
1,9/17/2023,,POS WD - SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,13.42,,Posted,532.29
1,9/17/2023,,POS WD - TARGET T-1363 6845 Sierra Center PkwyReno         NVUS,46.2,,Posted,545.71
1,9/17/2023,,POS WD - TARGET T-1363 6845 Sierra Center PkwyReno         NVUS,10.18,,Posted,591.91
1,9/17/2023,,POS WD - APPLE.COM/BILL         866-712-7753 CAUS,2.99,,Posted,602.09
1,9/17/2023,,POS WD - APPLE.COM/BILL         866-712-7753 CAUS,11.99,,Posted,605.08
1,9/16/2023,,POS WD - TST* Hinoki Poke       Reno         NVUS,38.97,,Posted,617.07
1,9/16/2023,,POS WD - TACOS JALISCO CANTINA  RENO         NVUS,76.78,,Posted,656.04
1,9/16/2023,,POS WD - Wal-Mart Super Center 4239 WAL-SAMS          RENO         NV,10.67,,Posted,732.82
1,9/15/2023,,"External DP - FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,600,Posted,743.49
1,9/15/2023,,External WD - DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,100,,Posted,143.49
1,9/15/2023,,POS WD - VSP 800-785-0699       800-785-0699 TXUS,13.84,,Posted,243.49
1,9/15/2023,,POS WD - WENDY'S 1000 N HILLS BLVD      RENO         NVUS,15.27,,Posted,257.33
1,9/14/2023,,POS WD - SPOTIFY                877-778-1161 NYUS,10.99,,Posted,272.6
1,9/14/2023,,POS WD - DUTCH BROS             541-955-4700 ORUS,10,,Posted,283.59
1,9/14/2023,,POS WD - VENMO*                 Visa Direct  NYUS,61.14,,Posted,293.59
1,9/14/2023,,"External DP - FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,281.38,Posted,354.73
1,9/12/2023,,POS WD - DUTCH BROS NV0601 RENO RENO         NVUS,6.25,,Posted,73.35
1,9/11/2023,,POS WD - APPLE.COM/BILL         866-712-7753 CAUS,4.99,,Posted,79.6
1,9/10/2023,,POS WD - QDOBA 2368             RENO         NVUS,12.88,,Posted,84.59
1,9/9/2023,,POS WD - STARBUCKS STORE 09767  RENO         NVUS,4.54,,Posted,97.47
1,9/9/2023,,POS WD - SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,15.47,,Posted,102.01
1,9/9/2023,,POS WD - SMITHS FOOD # 43 175 LERENO         NVUS,5.68,,Posted,117.48
1,9/8/2023,,POS WD - PHO 777                RENO         NVUS,16.73,,Posted,123.16
1,9/8/2023,,POS WD - STARBUCKS 800-782-7282 800-782-7282 WAUS,10,,Posted,139.89
1,9/8/2023,,External WD - AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,950,,Posted,149.89
1,9/8/2023,,External WD - AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,100,,Posted,1099.89
1,9/7/2023,,POS WD - WM SUPERCENTER #4239 Wal-Mart Super Center  RENO         NVU,65.98,,Posted,1199.89
1,9/7/2023,,NOW Withdrawal - Zelle To GREGORY PAYNE +1-800-421-6674,10,,Posted,1265.87
1,9/7/2023,,Deposit - Internet Transfer from XXXXX0643 -  via Mobile,,950,Posted,1275.87
1,9/7/2023,,External WD - DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,73.04,,Posted,325.87
1,9/6/2023,,POS WD - TRADER JOE S #08 TRADERRENO         NVUS,29.56,,Posted,398.91
1,9/6/2023,,POS WD - FIVE BELOW 1399 6137 S VIRGINIA ST     RENO         NVUS,10.83,,Posted,428.47
1,9/6/2023,,External WD - AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,100,,Posted,439.3
1,9/6/2023,,POS WD - EQT*Hometown Health Pla775-9823232  NVUS,169.54,,Posted,539.3
1,9/6/2023,,POS WD - ANTHEM BLUE INDIVIDUAL 844-507-8474 INUS,41.93,,Posted,708.84
1,9/5/2023,,Withdrawal - Internet Transfer to XXXXX0643 -  via Mobile,950,,Posted,750.77
1,9/5/2023,,POS WD - SMITHS-FUEL #9344 175 LEMMON DR          RENO         NVUS,25.57,,Posted,1700.77
1,9/5/2023,,External WD - GEICO  - PREM COLL,95.96,,Posted,1726.34
1,9/5/2023,,External DP - ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1639.89,Posted,1822.3
1,9/4/2023,,POS WD - VENMO*                 Visa Direct  NYUS,12.64,,Posted,182.41
1,9/4/2023,,POS WD - CAT PERSON             855-918-2287 NYUS,111.06,,Posted,195.05
1,9/4/2023,,POS WD - DD DOORDASH GOLDENFLO  855-973-1040 CAUS,23,,Posted,306.11
1,9/4/2023,,POS WD - DD DOORDASH BASKIN-RO  855-973-1040 CAUS,16.55,,Posted,329.11
1,9/4/2023,,ATM Deposit - GREATER NEVADA CU 5150 MAE ANNE AVE      RENO         NVUS,,267,Posted,345.66
1,9/4/2023,,Max Overdraft Access Fee (SYS) - METLIFE PET            HTTPSWWW.PETFINUS,35,,Posted,78.66
1,9/4/2023,,POS WD - METLIFE PET            HTTPSWWW.PETFINUS,35.66,,Posted,113.66
1,9/3/2023,,POS WD - STARBUCKS 800-782-7282 800-782-7282 WAUS,10,,Posted,149.32
1,9/3/2023,,POS WD - TACO BELL 031862       RENO         NVUS,8.21,,Posted,159.32
1,9/3/2023,,POS WD - CLOUD9 VAPE &amp; SMOKE SH 440 E GOLDEN VALLEY RD#RENO         N,24.2,,Posted,167.53
1,9/3/2023,,POS WD - MAVERIK #443           RENO         NVUS,4.5,,Posted,191.73
1,9/3/2023,,NOW Withdrawal - Zelle To GREGORY PAYNE +1-800-421-6674,46,,Posted,196.23
1,9/2/2023,,POS WD - DD DOORDASH EGGROLLKI  855-973-1040 CAUS,35.02,,Posted,242.23
1,9/2/2023,,Point Of Sale Deposit - VENMO*Fisher Maya      New York CityNYUS,,29.48,Posted,277.25
1,9/2/2023,,POS WD - VENMO*                 Visa Direct  NYUS,250,,Posted,247.77
1,9/2/2023,,POS WD - SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,10.47,,Posted,497.77
1,9/2/2023,,POS WD - DUTCH BROS             541-955-4700 ORUS,25,,Posted,508.24
1,9/1/2023,,NOW Deposit - Zelle From GREGORY PAYNE +1-800-421-6674,,35,Posted,533.24
1,9/1/2023,,POS WD - STARBUCKS 800-782-7282 800-782-7282 WAUS,15,,Posted,498.24
1,9/1/2023,,Deposit - Internet Transfer from XXXXX0643 -  via Mobile,,20.12,Posted,513.24
1,9/1/2023,,POS WD - SQ *BACK FORTY TEXAS BBPLEASANT HILLCAUS,35.65,,Posted,493.12
1,8/31/2023,,Descriptive Deposit - Cash Back Reward,,10,Posted,528.77
1,8/31/2023,,POS WD - 7-ELEVEN 250 PYRAMID WAY    US  SPARKS       NVUS,4,,Posted,518.77
1,8/31/2023,,Deposit - Internet Transfer from XXXXX0643 -  via Mobile,,458.02,Posted,522.77
1,8/30/2023,,POS WD - AMZN Mktp US*T32AW7BN1 Amzn.com/billWAUS,54.12,,Posted,64.75
1,8/30/2023,,POS WD - AMZN Mktp US*T31UW3I10 Amzn.com/billWAUS,31.89,,Posted,118.87
1,8/30/2023,,POS WD - SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,7.57,,Posted,150.76
1,8/28/2023,,NOW Withdrawal - Zelle To MORGAN CARTLEDGE +1-800-421-6674,471.9,,Posted,158.33
1,8/28/2023,,Deposit - Internet Transfer from XXXXX0643 -  via Mobile,,471.9,Posted,630.23
1,8/27/2023,,POS WD - WETZEL'S PRETZELS #K104RENO         NVUS,6.05,,Posted,158.33
1,8/27/2023,,POS WD - SMITHS FOOD # 4344     RENO         NVUS,3.02,,Posted,164.38
1,8/26/2023,,POS WD - DRIVETHRU 2211 North First StreetSan Jose     CAUS,4.32,,Posted,167.4
1,8/26/2023,,POS WD - 7-ELEVEN 6150 S. MCCARRAN   US  RENO         NVUS,10.82,,Posted,171.72
1,8/26/2023,,POS WD - COSTCO GAS #0025       RENO         NVUS,47.31,,Posted,182.54
1,8/26/2023,,POS WD - ULTA.COM               866-858-2266 ILUS,21.21,,Posted,229.85
1,8/26/2023,,POS WD - ROSS STORES #855       RENO         NVUS,51.38,,Posted,251.06
1,8/25/2023,,POS WD - VZWRLSS*APOCC VISW     800-922-0204 FLUS,117.01,,Posted,302.44
1,8/25/2023,,POS WD - AMZN Mktp US*TQ9FE3UN1 Amzn.com/billWAUS,53.5,,Posted,419.45
1,8/24/2023,,External WD - NV ENERGY NORTH SPPCO - SPPC PYMT,119.25,,Posted,472.95
1,8/24/2023,,External DP - VENMO  - CASHOUT,,29.81,Posted,592.2
1,8/24/2023,,External DP - VENMO  - CASHOUT,,42.47,Posted,562.39
1,8/24/2023,,POS WD - JERSEY MIKES 17016     RENO         NVUS,2.59,,Posted,519.92
1,8/23/2023,,POS WD - DUTCH BROS NV0601 RENO RENO         NVUS,3.66,,Posted,522.51
1,8/23/2023,,POS WD - SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,26.96,,Posted,526.17
1,8/22/2023,,POS WD - FIVE BELOW 1399 6137 S VIRGINIA ST     RENO         NVUS,18.68,,Posted,553.13
1,8/22/2023,,POS WD - PETCO 304              RENO         NVUS,43.6,,Posted,571.81
1,8/22/2023,,NOW Deposit - Zelle From TOBIN SCHULTZ +1-800-421-6674,,29.81,Posted,615.41
1,8/22/2023,,POS WD - AMZN Mktp US*TQ8N64XA1 Amzn.com/billWAUS,81.19,,Posted,585.6
1,8/22/2023,,POS WD - EQT*Hometown Health Pla775-9823232  NVUS,169.54,,Posted,666.79
1,8/21/2023,,POS WD - VENMO*                 Visa Direct  NYUS,12.81,,Posted,836.33
1,8/21/2023,,NOW Deposit - Zelle From GREGORY PAYNE +1-800-421-6674,,30,Posted,849.14
1,8/21/2023,,POS WD - Roku for WarnerMedia Gl816-2728107  DEUS,9.99,,Posted,819.14
1,8/21/2023,,External WD - DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,171.16,,Posted,829.13
1,8/21/2023,,External WD - FARMERS INS  - EFT PYMT,17.21,,Posted,1000.29
1,8/20/2023,,POS WD - DD DOORDASH GOLDENFLO  855-973-1040 CAUS,21.31,,Posted,1017.5
1,8/20/2023,,Withdrawal - Internet Transfer to XXXXX0643 -  via Mobile,475,,Posted,1038.81
1,8/20/2023,,POS WD - DOORDASH DASHPASS      WWW.DOORDASH.CAUS,4.99,,Posted,1513.81
1,8/19/2023,,POS WD - SQ *WALDENS COFFEE HOUSRENO         NVUS,42.22,,Posted,1518.8
1,8/19/2023,,POS WD - TST* Hinoki Poke       Reno         NVUS,20.95,,Posted,1561.02
1,8/18/2023,,POS WD - SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,6.49,,Posted,1581.97
1,8/18/2023,,POS WD - DUTCH BROS             541-955-4700 ORUS,10,,Posted,1588.46
1,8/18/2023,,External DP - ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1471.15,Posted,1598.46
1,8/17/2023,,POS WD - MCDONALD'S F5023 5000 S VIRGINIA        RENO         NVUS,6.58,,Posted,127.31
1,8/17/2023,,POS WD - APPLE.COM/BILL         866-712-7753 CAUS,9.99,,Posted,133.89
1,8/17/2023,,POS WD - APPLE.COM/BILL         866-712-7753 CAUS,2.99,,Posted,143.88
1,8/17/2023,,NOW Withdrawal - Zelle To TOBIN SCHULTZ +1-800-421-6674,23.02,,Posted,146.87
1,8/15/2023,,POS WD - Netflix.com            866-5797172  CAUS,15.49,,Posted,169.89
1,8/15/2023,,POS WD - VSP 800-785-0699       800-785-0699 TXUS,13.84,,Posted,185.38
1,8/14/2023,,POS WD - SPOTIFY                877-778-1161 NYUS,9.99,,Posted,199.22
1,8/14/2023,,POS WD - DUTCH BROS             541-955-4700 ORUS,10,,Posted,209.21
1,8/14/2023,,POS WD - SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,18.26,,Posted,219.21
1,8/13/2023,,POS WD - COSTCO GAS #0025       RENO         NVUS,46.35,,Posted,237.47
1,8/13/2023,,POS WD - MAVERIK #443           RENO         NVUS,4.32,,Posted,283.82
1,8/13/2023,,POS WD - SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,29.6,,Posted,288.14
1,8/12/2023,,POS WD - SUSHI ROSE             RENO         NVUS,89.59,,Posted,317.74
1,8/12/2023,,POS WD - APPLE.COM/BILL         866-712-7753 CAUS,4.99,,Posted,407.33
1,8/11/2023,,POS WD - Instacart 50 Beal St Suite 600   San FranciscoCAUS,34.96,,Posted,412.32
1,8/10/2023,,Point Of Sale Deposit - TikTok Shop Seller     Mountain ViewCAUS,,44.3,Posted,447.28
1,8/10/2023,,POS WD - PORT OF SUBS 0010      RENO         NVUS,18.73,,Posted,402.98
1,8/9/2023,,POS WD - TRACY LEGEE            HTTPSTRACYLEGNVUS,100,,Posted,421.71
1,8/9/2023,,POS WD - TikTok Shop Seller     Mountain ViewCAUS,44.3,,Posted,521.71
1,8/8/2023,,External WD - AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,100,,Posted,566.01
1,8/8/2023,,POS WD - SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,2.29,,Posted,666.01
1,8/8/2023,,POS WD - ANTHEM BLUE INDIVIDUAL 844-507-8474 INUS,41.93,,Posted,668.3
1,8/7/2023,,Withdrawal - Internet Transfer to XXXXX0643 - Get Ahead on Rent,475,,Posted,710.23
1,8/7/2023,,External WD - DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,171.16,,Posted,1185.23
1,8/7/2023,,External DP - VENMO  - CASHOUT,,22.4,Posted,1356.39
1,8/7/2023,,External DP - VENMO  - CASHOUT,,125,Posted,1333.99
1,8/6/2023,,POS WD - 7-ELEVEN 8075 LEMMON DR     US  RENO         NVUS,11.88,,Posted,1208.99
1,8/6/2023,,POS WD - JACK IN THE BOX 7316   RENO         NVUS,11.15,,Posted,1220.87
1,8/6/2023,,POS WD - WINCO FOODS #17 2855 N Reno         NVUS,75.94,,Posted,1232.02
1,8/5/2023,,POS WD - SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,27.27,,Posted,1307.96
1,8/5/2023,,NOW Withdrawal - Zelle To GREGORY PAYNE +1-800-421-6674,40,,Posted,1335.23
1,8/4/2023,,POS WD - COSTCO GAS #0025       RENO         NVUS,53.05,,Posted,1375.23
1,8/4/2023,,POS WD - 7-ELEVEN 6150 S. MCCARRAN   US  RENO         NVUS,3.75,,Posted,1428.28
1,8/4/2023,,External DP - ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1471.14,Posted,1432.03
1,8/4/2023,,Max OD Access Fee (SYS) - METLIFE PET            HTTPSWWW.PETFINUS,35,,Posted,-39.11
1,8/4/2023,,POS WD - METLIFE PET            HTTPSWWW.PETFINUS,35.66,,Posted,-4.11
1,8/3/2023,,POS WD - DD DOORDASH LOSCUATRO  855-973-1040 CAUS,13.71,,Posted,31.55
1,8/2/2023,,POS WD - SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,4.8,,Posted,45.26
1,8/2/2023,,POS WD - TST* COSTA VIDA- RENO  RENO         NVUS,20.67,,Posted,50.06
1,8/2/2023,,External WD - GEICO  - PREM COLL,112.86,,Posted,70.73
1,8/2/2023,,"External DP - FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,50,Posted,183.59
1,7/31/2023,,Descriptive Deposit - Cash Back Reward,,10,Posted,133.59
1,7/31/2023,,POS WD - SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,4.49,,Posted,123.59
1,7/30/2023,,POS WD - SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,48.1,,Posted,128.08
1,7/30/2023,,POS WD - SMITHS-FUEL #9344 175 LEMMON DR          RENO         NVUS,22.23,,Posted,176.18
