"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"7/07/2023","Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","300.00","credit","Transfer","High Yield Savings Acct","",""
"7/07/2023","POS WD - FRYS FUEL # 7096 26300","POS WD - FRYS FUEL # 7096 26300","32.34","debit","Electronics & Software","Cash Back Student Checking","",""
"7/07/2023","POS WD - VENMO*","POS WD - VENMO*","36.60","debit","Groceries","Cash Back Student Checking","",""
"7/07/2023","POS WD - TST* JAMBA JUICE - 1426","POS WD - TST* JAMBA JUICE - 1426","19.66","debit","Food & Dining","Cash Back Student Checking","",""
"7/07/2023","POS WD - YOUNEEDABUDGET.COM","POS WD - YOUNEEDABUDGET.COM","98.99","debit","Rental Car & Taxi","Cash Back Student Checking","",""
"7/06/2023","POS WD - ONE STOP NUTRITION","POS WD - ONE STOP NUTRITION","61.88","debit","Groceries","Cash Back Student Checking","",""
"7/06/2023","POS WD - TJMAXX #0668 3409 W. TH","POS WD - TJMAXX #0668 3409 W. TH","4.33","debit","Clothing","Cash Back Student Checking","",""
"7/06/2023","External WD - DISCOVER DC PYMNTS","External WD - DISCOVER DC PYMNTS","38.99","debit","Credit Card Payment","Cash Back Student Checking","",""
"7/06/2023","POS WD - ANTHEM BLUE INDIVIDUAL","POS WD - ANTHEM BLUE INDIVIDUAL","41.93","debit","Doctor","Cash Back Student Checking","",""
"7/05/2023","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","38.99","credit","Hide from Budgets & Trends","DISCOVER IT CHROME CARD","",""
"7/05/2023","POS WD - ASH AVE COMICS","POS WD - ASH AVE COMICS","6.49","debit","Shopping","Cash Back Student Checking","",""
"7/05/2023","POS WD - TARGET T-1141 2727 W Ag","POS WD - TARGET T-1141 2727 W Ag","70.57","debit","Shopping","Cash Back Student Checking","",""
"7/05/2023","American Express","External WD - AMERICANEXPRESS PE","100.00","debit","Savings","Cash Back Student Checking","",""
"7/05/2023","External DP - ASSIST-2-SELL IN W","External DP - ASSIST-2-SELL IN W","1471.15","credit","Income","Cash Back Student Checking","",""
"7/04/2023","POS WD - METLIFE PET","POS WD - METLIFE PET","35.66","debit","Life Insurance","Cash Back Student Checking","",""
"7/04/2023","POS WD - VENMO*","POS WD - VENMO*","28.00","debit","Groceries","Cash Back Student Checking","",""
"7/03/2023","Express Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Express Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","100.00","credit","Transfer","High Yield Savings Acct","",""
"7/03/2023","Express Internet transfer to GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Express Internet transfer to GREATER NEVADA CREDIT UNION DDA account XXXXX0651","100.00","debit","Transfer","High Yield Savings Acct","",""
"7/03/2023","External DP - FISHER,MAYA PERSON","External DP - FISHER,MAYA PERSON","100.00","credit","Transfer","Cash Back Student Checking","",""
"7/03/2023","External WD - GEICO  - PREM COLL","External WD - GEICO  - PREM COLL","112.88","debit","Auto Insurance","Cash Back Student Checking","",""
"7/03/2023","External DP - VENMO  - CASHOUT","External DP - VENMO  - CASHOUT","176.00","credit","Transfer","Cash Back Student Checking","",""
"7/02/2023","POS WD - VENMO*","POS WD - VENMO*","81.82","debit","Groceries","Cash Back Student Checking","",""
"7/02/2023","POS WD - COCA COLA TEMPE AZ","POS WD - COCA COLA TEMPE AZ","5.70","debit","Fast Food","Cash Back Student Checking","",""
"7/02/2023","POS WD - STEAMGAMES.COM 42595229","POS WD - STEAMGAMES.COM 42595229","2.99","debit","Entertainment","Cash Back Student Checking","",""
"7/01/2023","POS WD - ODYSEA AQUARIUM 9500 E","POS WD - ODYSEA AQUARIUM 9500 E","63.75","debit","Sports","Cash Back Student Checking","",""
"7/01/2023","POS WD - AKCHIN PAVILION AMPHI","POS WD - AKCHIN PAVILION AMPHI","10.86","debit","Restaurants","Cash Back Student Checking","",""
"7/01/2023","POS WD - VENMO*","POS WD - VENMO*","178.20","debit","Groceries","Cash Back Student Checking","",""
"7/01/2023","POS WD - TALKING STICK RESORT A","POS WD - TALKING STICK RESORT A","130.32","debit","Hotel","Cash Back Student Checking","",""
"6/30/2023","Descriptive Deposit - Cash Back","Descriptive Deposit - Cash Back","10.00","credit","Transfer","Cash Back Student Checking","",""
"6/30/2023","POS WD - VENMO*","POS WD - VENMO*","60.02","debit","Groceries","Cash Back Student Checking","",""
"6/29/2023","POS WD - PP*DUTCH BROS NV0601","POS WD - PP*DUTCH BROS NV0601","8.85","debit","Coffee Shops","Cash Back Student Checking","",""
"6/27/2023","POS WD - SAVE MART #554 RENO NV","POS WD - SAVE MART #554 RENO NV","14.77","debit","Groceries","Cash Back Student Checking","",""
"6/27/2023","POS WD - SMITHS FOOD # 4344","POS WD - SMITHS FOOD # 4344","3.02","debit","Groceries","Cash Back Student Checking","",""
"6/26/2023","POS WD - AMZN Mktp US*CH09B55D3","POS WD - AMZN Mktp US*CH09B55D3","4.92","debit","Shopping","Cash Back Student Checking","",""
"6/25/2023","POS WD - AMZN Mktp US*UP4DV0DS3","POS WD - AMZN Mktp US*UP4DV0DS3","34.63","debit","Shopping","Cash Back Student Checking","",""
"6/25/2023","POS WD - VZWRLSS*APOCC VISW","POS WD - VZWRLSS*APOCC VISW","126.93","debit","Mobile Phone","Cash Back Student Checking","",""
"6/24/2023","POS WD - SMITHS FOOD # 4344 175","POS WD - SMITHS FOOD # 4344 175","15.54","debit","Groceries","Cash Back Student Checking","",""
"6/23/2023","POS WD - WM SUPERCENTER #3254 Wa","POS WD - WM SUPERCENTER #3254 Wa","21.39","debit","Shopping","Cash Back Student Checking","",""
"6/22/2023","POS WD 7-ELEVEN 6150 S. MCCARRAN","POS WD - 7-ELEVEN 6150 S. MCCARR","6.74","debit","Fast Food","Cash Back Student Checking","",""
"6/22/2023","External WD NV ENERGY NORTH SPPC","External WD - NV ENERGY NORTH SP","101.20","debit","Utilities","Cash Back Student Checking","",""
"6/22/2023","POS WD  ELLEN B. MCBRIDE, A PROR","POS WD - ELLEN B. MCBRIDE, A PRO","100.00","debit","Doctor","Cash Back Student Checking","",""
"6/22/2023","NOW Deposit  Zelle From IHC-Metl","NOW Deposit - Zelle From IHC-Met","95.51","credit","Transfer","Cash Back Student Checking","",""
"6/22/2023","POS WD  PP*DUTCH BROS NV0601   G","POS WD - PP*DUTCH BROS NV0601","18.68","debit","Coffee Shops","Cash Back Student Checking","",""
"6/21/2023","External DP VENMO  - CASHOUT","External DP - VENMO  - CASHOUT","67.47","credit","Transfer","Cash Back Student Checking","",""
"6/21/2023","POS WD  VENMO*                 V","POS WD - VENMO*","574.92","debit","Groceries","Cash Back Student Checking","",""
"6/21/2023","POS WD Roku 2711 Centerville Roa","POS WD - Roku 2711 Centerville R","9.99","debit","Entertainment","Cash Back Student Checking","",""
"6/21/2023","POS WD  APPLE.COM/BILL         8","POS WD - APPLE.COM/BILL","9.99","debit","Electronics & Software","Cash Back Student Checking","",""
"6/21/2023","External DP FISHER,MAYA PERSONAL","External DP - FISHER,MAYA PERSON","200.00","credit","Transfer","Cash Back Student Checking","",""
"6/21/2023","External WD DISCOVER DC PYMNTS D","External WD - DISCOVER DC PYMNTS","92.47","debit","Credit Card Payment","Cash Back Student Checking","",""
"6/20/2023","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","92.47","credit","Hide from Budgets & Trends","DISCOVER IT CHROME CARD","",""
"6/20/2023","Internet transfer to GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Internet transfer to GREATER NEVADA CREDIT UNION DDA account XXXXX0651","200.00","debit","Transfer","High Yield Savings Acct","",""
"6/20/2023","POS WD  VENMO*                 V","POS WD - VENMO*","28.76","debit","Groceries","Cash Back Student Checking","",""
"6/20/2023","External WD FARMERS INS  - EFT P","External WD - FARMERS INS  - EFT","17.21","debit","Life Insurance","Cash Back Student Checking","",""
"6/20/2023","POS WD  VENMO*                 V","POS WD - VENMO*","116.18","debit","Groceries","Cash Back Student Checking","",""
"6/20/2023","External DP ASSIST-2-SELL IN WRS","External DP - ASSIST-2-SELL IN W","1471.14","credit","Income","Cash Back Student Checking","",""
"6/18/2023","AMZN MKTP US*ZR4SA6LD3 AMZN.COM/BILLWA
25G6357PDKE","AMZN MKTP US*ZR4SA6LD3 AMZN.COM/BILLWA
25G6357PDKE","26.93","debit","Shopping","DISCOVER IT CHROME CARD","",""
"6/18/2023","AMZN MKTP US*OP32B0QN3 AMZN.COM/BILLWA
1CULVHKWDX0","AMZN MKTP US*OP32B0QN3 AMZN.COM/BILLWA
1CULVHKWDX0","103.98","debit","Shopping","DISCOVER IT CHROME CARD","",""
"6/18/2023","POS WD 7-ELEVEN 8075 LEMMON DR","POS WD - 7-ELEVEN 8075 LEMMON DR","6.53","debit","Fast Food","Cash Back Student Checking","",""
"6/17/2023","AUTOMATIC STATEMENT CREDIT","AUTOMATIC STATEMENT CREDIT","6.54","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"6/17/2023","POS WD  STEAMGAMES.COM 425952294","POS WD - STEAMGAMES.COM 42595229","15.50","debit","Entertainment","Cash Back Student Checking","",""
"6/17/2023","POS WD  PP*DUTCH BROS NV0601   G","POS WD - PP*DUTCH BROS NV0601","8.85","debit","Coffee Shops","Cash Back Student Checking","",""
"6/17/2023","POS WD  COSTCO GAS #0025       R","POS WD - COSTCO GAS #0025","30.07","debit","Gas & Fuel","Cash Back Student Checking","",""
"6/17/2023","POS WD  APPLE.COM/BILL         8","POS WD - APPLE.COM/BILL","2.99","debit","Electronics & Software","Cash Back Student Checking","",""
"6/16/2023","INTEREST CHARGE ON PURCHASES","INTEREST CHARGE ON PURCHASES","118.00","debit","Finance Charge","DISCOVER IT CHROME CARD","",""
"6/16/2023","POS WD  TRADER JOE S #08 TRADERR","POS WD - TRADER JOE S #08 TRADER","37.77","debit","Groceries","Cash Back Student Checking","",""
"6/15/2023","POS WD  SPOTIFY                8","POS WD - SPOTIFY","9.99","debit","Music","Cash Back Student Checking","",""
"6/15/2023","Vsp","POS WD - VSP 800-785-0699","13.84","debit","vision insurance","Cash Back Student Checking","",""
"6/15/2023","POS WD  Netflix.com            8","POS WD - Netflix.com","15.49","debit","Television","Cash Back Student Checking","",""
"6/14/2023","Interest Payment","Interest Payment","0.93","credit","Interest Income","High Yield Savings Acct","",""
"6/13/2023","POS WD  VENMO*                 V","POS WD  VENMO*                 V","20.54","debit","Groceries","Cash Back Student Checking","",""
"6/13/2023","POS WD  VENMO*                 V","POS WD  VENMO*                 V","25.00","debit","Groceries","Cash Back Student Checking","",""
"6/12/2023","External WD PAYPAL 230611PPZ2XV","External WD PAYPAL 230611PPZ2XV","14.99","debit","Transfer","Cash Back Student Checking","",""
"6/11/2023","POS WD  BLUEFIN POKE           R","POS WD  BLUEFIN POKE           R","47.74","debit","Restaurants","Cash Back Student Checking","",""
"6/11/2023","POS WD  CENTURY THEATRES 443   R","POS WD  CENTURY THEATRES 443   R","21.54","debit","Movies & DVDs","Cash Back Student Checking","",""
"6/11/2023","POS WD  APPLE.COM/BILL         8","POS WD  APPLE.COM/BILL         8","4.99","debit","Electronics & Software","Cash Back Student Checking","",""
"6/09/2023","NOW Withdrawal  Zelle To GREGORY","NOW Withdrawal  Zelle To GREGORY","88.00","debit","Transfer","Cash Back Student Checking","",""
"6/09/2023","External DP FISHER,MAYA PERSONAL","External DP FISHER,MAYA PERSONAL","100.00","credit","Transfer","Cash Back Student Checking","",""
"6/08/2023","American Express","External WD AMERICANEXPRESS PERS","100.00","debit","Savings","Cash Back Student Checking","",""
"6/08/2023","External WD DISCOVER DC PYMNTS D","External WD DISCOVER DC PYMNTS D","200.00","debit","Credit Card Payment","Cash Back Student Checking","",""
"6/08/2023","American Express","External WD AMERICANEXPRESS PERS","300.00","debit","Savings","Cash Back Student Checking","",""
"6/08/2023","Internet transfer to GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Internet transfer to GREATER NEVADA CREDIT UNION DDA account XXXXX0651","100.00","debit","Transfer","High Yield Savings Acct","",""
"6/07/2023","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","200.00","credit","Hide from Budgets & Trends","DISCOVER IT CHROME CARD","",""
"6/07/2023","Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","100.00","credit","Transfer","High Yield Savings Acct","",""
"6/07/2023","Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","300.00","credit","Transfer","High Yield Savings Acct","",""
"6/07/2023","POS WD  TRACY LEGEE            H","POS WD  TRACY LEGEE            H","100.00","debit","Cash & ATM","Cash Back Student Checking","",""
"6/07/2023","POS WD  IN N OUT BURGER 377    R","POS WD  IN N OUT BURGER 377    R","8.39","debit","Fast Food","Cash Back Student Checking","",""
"6/07/2023","POS WD  COSTCO GAS #0025       R","POS WD  COSTCO GAS #0025       R","48.39","debit","Gas & Fuel","Cash Back Student Checking","",""
"6/06/2023","POS WD VCA ANIMAL 4792 CAUGHLIN","POS WD VCA ANIMAL 4792 CAUGHLIN","119.39","debit","Veterinary","Cash Back Student Checking","",""
"6/06/2023","POS WD  EQT*Hometown Health Pla7","POS WD  EQT*Hometown Health Pla7","169.54","debit","Health Insurance","Cash Back Student Checking","",""
"6/06/2023","POS WD  ANTHEM BLUE INDIVIDUAL 8","POS WD  ANTHEM BLUE INDIVIDUAL 8","41.93","debit","Health Insurance","Cash Back Student Checking","",""
"6/05/2023","External DP ASSIST-2-SELL IN WRS","External DP ASSIST-2-SELL IN WRS","1471.16","credit","Income","Cash Back Student Checking","",""
"6/04/2023","PETCO COM 00069880730 SAN DIEGO CA","PETCO COM 00069880730 SAN DIEGO CA","63.85","debit","Pet Food & Supplies","DISCOVER IT CHROME CARD","",""
"6/04/2023","IC* INSTACART 888-246-7822 CA","IC* INSTACART 888-246-7822 CA","72.59","debit","Groceries","DISCOVER IT CHROME CARD","",""
"6/04/2023","Overdraft Protection Withdraw","Overdraft Protection Withdraw","1.09","debit","Bank Fee","Regular Share","",""
"6/04/2023","Overdraft Protection Deposit","Overdraft Protection Deposit","1.09","credit","Transfer","Cash Back Student Checking","",""
"6/04/2023","Max OD Access Fee (SYS)  METLIFE","Max OD Access Fee (SYS)  METLIFE","35.00","debit","Life Insurance","Cash Back Student Checking","",""
"6/04/2023","POS WD  WILD ISLAND -ADMISSIONSS","POS WD  WILD ISLAND -ADMISSIONSS","24.50","debit","Entertainment","Cash Back Student Checking","",""
"6/04/2023","POS WD  METLIFE PET            H","POS WD  METLIFE PET            H","35.66","debit","Life Insurance","Cash Back Student Checking","",""
"6/03/2023","7-ELEVEN 41724 RENO NV","7-ELEVEN 41724 RENO NV","4.83","debit","Fast Food","DISCOVER IT CHROME CARD","",""
"6/03/2023","MAVERIK #475 SPARKS NV","MAVERIK #475 SPARKS NV","20.49","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"6/03/2023","POS WD  SQ *WILD ISLAND, INC.  S","POS WD  SQ *WILD ISLAND, INC.  S","19.00","debit","Amusement","Cash Back Student Checking","",""
"6/03/2023","POS WD  SQ *WILD ISLAND, INC.  S","POS WD  SQ *WILD ISLAND, INC.  S","17.82","debit","Amusement","Cash Back Student Checking","",""
"6/03/2023","POS WD  PP*DUTCH BROS NV0601   G","POS WD  PP*DUTCH BROS NV0601   G","7.40","debit","Coffee Shops","Cash Back Student Checking","",""
"6/02/2023","External DP FISHER,MAYA PERSONAL","External DP FISHER,MAYA PERSONAL","50.00","credit","Transfer","Cash Back Student Checking","",""
"6/02/2023","POS WD WM SUPERCENTER #3254 Wal-","POS WD WM SUPERCENTER #3254 Wal-","17.94","debit","Shopping","Cash Back Student Checking","",""
"6/02/2023","External WD GEICO  - PREM COLL","External WD GEICO  - PREM COLL","112.88","debit","Auto Insurance","Cash Back Student Checking","",""
"6/02/2023","Express Internet transfer to GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Express Internet transfer to GREATER NEVADA CREDIT UNION DDA account XXXXX0651","50.00","debit","Transfer","High Yield Savings Acct","",""
"6/01/2023","POS WD  VENMO*                 V","POS WD  VENMO*                 V","28.76","debit","Groceries","Cash Back Student Checking","",""
"6/01/2023","POS WD  VENMO*                 V","POS WD  VENMO*                 V","16.36","debit","Groceries","Cash Back Student Checking","",""
"5/31/2023","Credit Interest","Credit Interest","0.01","credit","Interest Income","Regular Share","",""
"5/31/2023","Descriptive Deposit Cash Back Re","Descriptive Deposit Cash Back Re","10.00","credit","Transfer","Cash Back Student Checking","",""
"5/31/2023","EQT*HOMETOWN HEALTH PLAN 775-982-3232 NV
EQT*HOMETOWN HEALTH PLAN","EQT*HOMETOWN HEALTH PLAN 775-982-3232 NV
EQT*HOMETOWN HEALTH PLAN","169.54","debit","Health Insurance","DISCOVER IT CHROME CARD","",""
"5/30/2023","POS WD  QDOBA 2368             R","POS WD  QDOBA 2368             R","16.44","debit","Fast Food","Cash Back Student Checking","",""
"5/29/2023","POS WD  Amazon.com*UY5133HI3   A","POS WD  Amazon.com*UY5133HI3   A","12.74","debit","Shopping","Cash Back Student Checking","",""
"5/28/2023","POS WD  SQ *NATURAL SELECTION SR","POS WD  SQ *NATURAL SELECTION SR","19.49","debit","Shopping","Cash Back Student Checking","",""
"5/28/2023","POS WD  DD DOORDASH GOLDENFLO  8","POS WD  DD DOORDASH GOLDENFLO  8","37.53","debit","Food Delivery","Cash Back Student Checking","",""
"5/28/2023","POS WD  DD DOORDASH GOLDENFLO  8","POS WD  DD DOORDASH GOLDENFLO  8","41.02","debit","Food Delivery","Cash Back Student Checking","",""
"5/27/2023","L ESSENCE DAY SPA AND SA RENO NV","L ESSENCE DAY SPA AND SA RENO NV","202.80","debit","Spa & Massage","DISCOVER IT CHROME CARD","",""
"5/27/2023","POS WD  AMZN Mktp US*9A2BJ2873 A","POS WD  AMZN Mktp US*9A2BJ2873 A","27.76","debit","Shopping","Cash Back Student Checking","",""
"5/27/2023","POS WD  AMZN Mktp US*RH1GE5GP3 A","POS WD  AMZN Mktp US*RH1GE5GP3 A","28.11","debit","Shopping","Cash Back Student Checking","",""
"5/27/2023","POS WD  TST* JAMBA JUICE - 0498R","POS WD  TST* JAMBA JUICE - 0498R","9.07","debit","Food & Dining","Cash Back Student Checking","",""
"5/27/2023","POS WD SMITHS FOOD # 4344 175 LE","POS WD SMITHS FOOD # 4344 175 LE","7.96","debit","Groceries","Cash Back Student Checking","",""
"5/26/2023","POS WD WAL-MART #3254 5260 W 7TH","POS WD WAL-MART #3254 5260 W 7TH","5.93","debit","Shopping","Cash Back Student Checking","",""
"5/26/2023","POS WD SAVE MART #554 RENO NV 49","POS WD SAVE MART #554 RENO NV 49","15.15","debit","Groceries","Cash Back Student Checking","",""
"5/26/2023","Point Of Sale Deposit  AMZN Mktp","Point Of Sale Deposit  AMZN Mktp","33.93","credit","Transfer","Cash Back Student Checking","",""
"5/25/2023","POS WD  NEKTERJUICEBAR         H","POS WD  NEKTERJUICEBAR         H","13.00","debit","Restaurants","Cash Back Student Checking","",""
"5/25/2023","POS WD  VZWRLSS*APOCC VISW     8","POS WD  VZWRLSS*APOCC VISW     8","106.42","debit","Mobile Phone","Cash Back Student Checking","",""
"5/24/2023","POS WD  AMZN Mktp US*G323Z1XA3 A","POS WD  AMZN Mktp US*G323Z1XA3 A","10.82","debit","Shopping","Cash Back Student Checking","",""
"5/23/2023","POS WD  APPLE.COM/BILL         8","POS WD  APPLE.COM/BILL         8","2.99","debit","Electronics & Software","Cash Back Student Checking","",""
"5/23/2023","POS WD  TST* The Urban Deli    R","POS WD  TST* The Urban Deli    R","19.37","debit","Restaurants","Cash Back Student Checking","",""
"5/23/2023","POS WD  AMZN Mktp US*OO6T11QJ3 A","POS WD  AMZN Mktp US*OO6T11QJ3 A","91.25","debit","Shopping","Cash Back Student Checking","",""
"5/23/2023","Deposit Internet Transfer from x","Deposit Internet Transfer from x","760.00","credit","Transfer","Cash Back Student Checking","",""
"5/23/2023","External DP FISHER,MAYA PERSONAL","External DP FISHER,MAYA PERSONAL","150.00","credit","Transfer","Cash Back Student Checking","",""
"5/23/2023","POS WD  VENMO*                 V","POS WD  VENMO*                 V","760.56","debit","Mortgage & Rent","Cash Back Student Checking","",""
"5/23/2023","POS WD  TRADER JOE S #08 TRADERR","POS WD  TRADER JOE S #08 TRADERR","31.92","debit","Groceries","Cash Back Student Checking","",""
"5/23/2023","POS WD  AMZN Mktp US*EV5GA8AA3 A","POS WD  AMZN Mktp US*EV5GA8AA3 A","23.81","debit","Shopping","Cash Back Student Checking","",""
"5/23/2023","External DP VENMO  - CASHOUT","External DP VENMO  - CASHOUT","67.48","credit","Transfer","Cash Back Student Checking","",""
"5/23/2023","Withdrawal Internet Transfer to","Withdrawal Internet Transfer to","80.00","debit","Transfer","Cash Back Student Checking","",""
"5/23/2023","Deposit Internet Transfer from x","Deposit Internet Transfer from x","160.00","credit","Transfer","Cash Back Student Checking","",""
"5/23/2023","Withdrawal Internet Transfer to","Withdrawal Internet Transfer to","760.00","debit","Transfer","Regular Share","",""
"5/23/2023","Deposit Internet Transfer from x","Deposit Internet Transfer from x","80.00","credit","Transfer","Regular Share","",""
"5/23/2023","Withdrawal Internet Transfer to","Withdrawal Internet Transfer to","160.00","debit","Transfer","Regular Share","",""
"5/22/2023","Express Internet transfer to GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Express Internet transfer to GREATER NEVADA CREDIT UNION DDA account XXXXX0651","150.00","debit","Transfer","High Yield Savings Acct","",""
"5/22/2023","POS WD LEMMON WAY GROCERY OUTLE","POS WD LEMMON WAY GROCERY OUTLE","1.95","debit","Groceries","Cash Back Student Checking","",""
"5/22/2023","American Express","External WD AMERICANEXPRESS PERS","34.00","debit","Savings","Cash Back Student Checking","",""
"5/22/2023","External WD FARMERS INS  - EFT P","External WD FARMERS INS  - EFT P","17.21","debit","Life Insurance","Cash Back Student Checking","",""
"5/21/2023","MAVERIK #443 RENO NV","MAVERIK #443 RENO NV","46.25","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"5/21/2023","POS WD VIOC IG0001 305 BUCK DR","POS WD VIOC IG0001 305 BUCK DR","82.02","debit","Service & Parts","Cash Back Student Checking","",""
"5/21/2023","POS WD Roku 2711 Centerville Roa","POS WD Roku 2711 Centerville Roa","9.99","debit","Entertainment","Cash Back Student Checking","",""
"5/21/2023","POS WD  SQ *LITTLE FISH COMPANYA","POS WD  SQ *LITTLE FISH COMPANYA","38.79","debit","Restaurants","Cash Back Student Checking","",""
"5/21/2023","POS WD  SQ *OLIVIER'S ORGANIC FR","POS WD  SQ *OLIVIER'S ORGANIC FR","31.18","debit","Groceries","Cash Back Student Checking","",""
"5/21/2023","POS WD  SQ *MWINTSOPH ENTERPRISR","POS WD  SQ *MWINTSOPH ENTERPRISR","22.66","debit","Business Services","Cash Back Student Checking","",""
"5/20/2023","POS WD  CHEVRON/FAST LANE      T","POS WD  CHEVRON/FAST LANE      T","13.12","debit","Gas & Fuel","Cash Back Student Checking","",""
"5/19/2023","Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","34.00","credit","Transfer","High Yield Savings Acct","",""
"5/19/2023","Withdrawal Internet Transfer to","Withdrawal Internet Transfer to","80.00","debit","Transfer","Cash Back Student Checking","",""
"5/19/2023","POS WD  DUTCH BROS             5","POS WD  DUTCH BROS             5","15.00","debit","Coffee Shops","Cash Back Student Checking","",""
"5/19/2023","Withdrawal rent","Withdrawal rent","760.00","debit","Mortgage & Rent","Cash Back Student Checking","",""
"5/19/2023","External DP ASSIST-2-SELL IN WRS","External DP ASSIST-2-SELL IN WRS","1471.15","credit","Income","Cash Back Student Checking","",""
"5/19/2023","POS WD SMITHS FOOD # 4344 175 LE","POS WD SMITHS FOOD # 4344 175 LE","11.72","debit","Groceries","Cash Back Student Checking","",""
"5/19/2023","Deposit Internet Transfer from x","Deposit Internet Transfer from x","80.00","credit","Transfer","Regular Share","",""
"5/19/2023","Deposit rent","Deposit rent","760.00","credit","Transfer","Regular Share","",""
"5/18/2023","POS WD  DUTCH BROS             5","POS WD  DUTCH BROS             5","15.00","debit","Coffee Shops","Cash Back Student Checking","",""
"5/18/2023","POS WD  AMZN Mktp US*2779W40W3 A","POS WD  AMZN Mktp US*2779W40W3 A","33.93","debit","Shopping","Cash Back Student Checking","",""
"5/17/2023","POS WD  APPLE.COM/BILL         8","POS WD  APPLE.COM/BILL         8","2.99","debit","Electronics & Software","Cash Back Student Checking","",""
"5/17/2023","POS WD SAVE MART #554 RENO NV 49","POS WD SAVE MART #554 RENO NV 49","10.48","debit","Groceries","Cash Back Student Checking","",""
"5/17/2023","AUTOMATIC STATEMENT CREDIT","AUTOMATIC STATEMENT CREDIT","4.39","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"5/16/2023","American Express","External WD AMERICANEXPRESS PERS","10.00","debit","Savings","Cash Back Student Checking","",""
"5/16/2023","American Express","External WD AMERICANEXPRESS PERS","50.00","debit","Savings","Cash Back Student Checking","",""
"5/16/2023","INTEREST CHARGE ON PURCHASES","INTEREST CHARGE ON PURCHASES","107.53","debit","Finance Charge","DISCOVER IT CHROME CARD","",""
"5/15/2023","Withdrawal Internet Transfer to","Withdrawal Internet Transfer to","80.00","debit","Transfer","Regular Share","",""
"5/15/2023","Deposit Internet Transfer from x","Deposit Internet Transfer from x","80.00","credit","Transfer","Cash Back Student Checking","",""
"5/15/2023","Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","10.00","credit","Transfer","High Yield Savings Acct","",""
"5/15/2023","Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","50.00","credit","Transfer","High Yield Savings Acct","",""
"5/15/2023","POS WD  Steam Purchase         4","POS WD  Steam Purchase         4","2.99","debit","Entertainment","Cash Back Student Checking","",""
"5/15/2023","POS WD  NETFLIX COM            L","POS WD  NETFLIX COM            L","15.49","debit","Television","Cash Back Student Checking","",""
"5/15/2023","POS WD SAVE MART #554 RENO NV 49","POS WD SAVE MART #554 RENO NV 49","14.97","debit","Groceries","Cash Back Student Checking","",""
"5/15/2023","Vsp","POS WD  VSP 800-785-0699       8","13.84","debit","vision insurance","Cash Back Student Checking","",""
"5/15/2023","American Express","External WD AMERICANEXPRESS PERS","24.00","debit","Savings","Cash Back Student Checking","",""
"5/14/2023","Interest Payment","Interest Payment","0.39","credit","Interest Income","High Yield Savings Acct","",""
"5/14/2023","POS WD  SPOTIFY                8","POS WD  SPOTIFY                8","9.99","debit","Music","Cash Back Student Checking","",""
"5/14/2023","POS WD  SQ *PREMA FARM         R","POS WD  SQ *PREMA FARM         R","11.00","debit","Groceries","Cash Back Student Checking","",""
"5/14/2023","POS WD  SQ *RIN TIN TAPS       R","POS WD  SQ *RIN TIN TAPS       R","14.40","debit","Home Insurance","Cash Back Student Checking","",""
"5/14/2023","POS WD  SQ *UVAL CARE          R","POS WD  SQ *UVAL CARE          R","16.24","debit","Restaurants","Cash Back Student Checking","",""
"5/14/2023","POS WD  VENMO*                 V","POS WD  VENMO*                 V","50.05","debit","Groceries","Cash Back Student Checking","",""
"5/14/2023","POS WD  SP SUGAR LOVE CANDY    1","POS WD  SP SUGAR LOVE CANDY    1","7.00","debit","Groceries","Cash Back Student Checking","",""
